filename,spkr_id,sentence
VIVOSSPK01_R001.wav,1,khách sạn
VIVOSSPK01_R002.wav,1,chỉ bằng cách luôn nỗ lực thì cuối cùng bạn mới được đền đáp
VIVOSSPK01_R003.wav,1,trong số các quốc gia công nghiệp phát triển
VIVOSSPK01_R004.wav,1,anh đã nhìn thấy trong những lải nhải dông dài của nhu
VIVOSSPK01_R005.wav,1,khủng hoảng môi trường cần được ngăn chặn
VIVOSSPK01_R006.wav,1,trông thấy tàu cá đằng xa anh đã ấn còi cảnh báo
VIVOSSPK01_R007.wav,1,mấy sào ruộng của gia đình ông đành bỏ hoang cho cỏ mọc
VIVOSSPK01_R008.wav,1,có đêm gặp phải heo nọc nó rượt
VIVOSSPK01_R009.wav,1,các bàn học nhỏ hằng ngày nay trở thành bàn thờ của các cháu
VIVOSSPK01_R010.wav,1,cha mẹ tôi thường chì chiết nhau bằng những lời lẽ khó nghe
VIVOSSPK01_R011.wav,1,hấp dẫn nhất là cuộc thi bơi thuyền truyền thống
VIVOSSPK01_R012.wav,1,với những cờ líp nhạc truyền hình
VIVOSSPK01_R013.wav,1,một trong những cách tốt nhất
VIVOSSPK01_R014.wav,1,ăn cắp phỗng tượng
VIVOSSPK01_R015.wav,1,tới vỗ vai hỏi về chiếc áo mới mua
VIVOSSPK01_R016.wav,1,bào chế những loại thuốc chữa nghiện ma túy
VIVOSSPK01_R017.wav,1,những mái ngói âm dương cổ kính
VIVOSSPK01_R018.wav,1,mặt mũi nó còn càu cạu
VIVOSSPK01_R019.wav,1,nắng đào làm ửng hồng những đôi má thiếu nữ hà thành
VIVOSSPK01_R020.wav,1,chiếc ổ thường xuyên được khóa chặt vào bàn
VIVOSSPK01_R021.wav,1,làm tóc kiểu này trông bạn quý phái một cách tự nhiên
VIVOSSPK01_R022.wav,1,đồng nghiệp tây bảo nhạc của tôi chỉ thoáng nghe
VIVOSSPK01_R023.wav,1,đâu là tình yêu đích thực
VIVOSSPK01_R024.wav,1,cũng sẽ gặp khó khăn vì không có hình ảnh để đối chiếu
VIVOSSPK01_R025.wav,1,tay cầm một cọc tiền đếm xoèn xoẹt đưa cho cha mẹ cô dâu
VIVOSSPK01_R026.wav,1,trong niềm phấn khởi của bà con ngư dân
VIVOSSPK01_R027.wav,1,bắt đầu lọc cọc tiếng dùi đục của thợ mộc
VIVOSSPK01_R028.wav,1,việc thiết lập tốc độ nháy chuột
VIVOSSPK01_R029.wav,1,kết luận trên đã cho thấy
VIVOSSPK01_R030.wav,1,lặn ngụp ven hồ tây để kiếm sống
VIVOSSPK01_R031.wav,1,chúng tôi cứ len lén nhìn và chẳng thấy ngượng ngập
VIVOSSPK01_R032.wav,1,của người mẹ đang phải cầm hơi bằng lá cây
VIVOSSPK01_R033.wav,1,hun đúc nên tinh thần thi đấu quả cảm với đồng tháp
VIVOSSPK01_R034.wav,1,không dè lần lên coi thử
VIVOSSPK01_R035.wav,1,nên việc phá rừng đốt than ngày càng trở nên bức xúc
VIVOSSPK01_R036.wav,1,ở đời phàm cái gì đúng thời cơ mới đạt hiệu quả
VIVOSSPK01_R037.wav,1,còn có tác dụng
VIVOSSPK01_R038.wav,1,dấu hiệu duy nhất để nhận ra kho lúa vĩnh thành
VIVOSSPK01_R039.wav,1,nhưng rồi cũng khổ sở đến dường nào
VIVOSSPK01_R040.wav,1,giá cả thuộc dạng vô cùng lên bổng xuống trầm tẹp nhẹp
VIVOSSPK01_R041.wav,1,nữ thần tự do với bàn tay cầm đuốc
VIVOSSPK01_R042.wav,1,những con sâu trúng thuốc rơi xuống giãy giụa
VIVOSSPK01_R043.wav,1,vừa đi vừa ca nghêu ngao
